,name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
90,guarini-la-idropica,ita000091,Guarini,0,La idropica,,,1584,18,False,0.6792667209333876,0.3594771241830065,1.712418300653595,patrizio|moschetta|grillo,6.111111111111111,3,1608,1613.0,13,18,5,13,0,,1,1584,50,0.0,5,37307,35743,149,1460,17
