ADJ,ADP,ADV,AUX,CCONJ,DET,INTJ,NOUN,NUM,PART,PRON,PROPN,PUNCT,SCONJ,VERB,X,CONJ,SYM,SPACE
501,1290,2661,1180,768,1830,35,2897,195,446,2987,1280,4685,421,2228,174,0,0,0
206,440,849,352,241,577,7,1035,83,111,911,702,1668,123,719,195,0,0,0
642,1677,2945,1607,852,2178,10,3923,302,456,3563,2078,5821,357,2787,173,0,0,0
574,1579,2214,775,716,1998,4,3504,363,322,2421,2197,4296,285,2058,302,0,0,0
470,629,1815,869,387,1336,8,1856,150,306,2130,808,2735,295,1383,88,0,0,0
73,248,512,88,172,233,9,551,49,15,254,929,740,62,360,372,0,0,0
650,1307,2777,1312,732,2110,8,3393,276,477,2996,1400,4669,402,2286,121,0,0,0
878,1801,2976,1683,692,2996,4,3870,110,775,3995,1089,4351,768,2847,66,0,0,0
1722,3989,6182,1554,1420,4867,6,8321,1134,844,6133,5527,9336,687,5048,431,0,0,0
424,970,2095,871,544,1520,6,2412,195,203,1976,1867,2900,212,1606,316,0,0,0
418,804,1759,535,447,1067,16,2185,200,172,1636,1841,3087,120,1404,177,0,0,0
132,339,828,320,138,392,37,856,64,104,614,626,1331,80,519,130,0,0,0
408,1429,2262,801,512,1632,18,2713,248,259,2145,1862,4088,302,1751,422,0,0,0
140,402,899,249,287,459,2,779,74,154,899,592,1009,103,685,61,0,0,0
772,1336,3133,664,836,1880,7,3187,319,318,2495,2304,4598,289,1722,271,0,0,0
727,1672,2829,1212,721,2210,7,3727,287,436,3451,1779,4486,397,2618,168,0,0,0
690,1540,2415,1065,687,2191,12,3296,269,311,2630,1285,3801,297,2195,134,0,0,0
215,472,1230,318,280,717,20,1746,257,144,1095,1753,2505,69,1017,139,0,0,0
712,2027,3147,793,698,2615,1,4134,381,426,2952,2471,4534,257,2555,432,0,0,0
39,42,104,37,30,61,0,110,10,28,94,40,148,14,86,8,0,0,0
30,84,176,39,38,82,4,163,14,20,112,117,229,11,118,10,0,0,0
38,88,200,57,49,127,2,203,12,21,158,76,244,15,150,14,0,0,0
1247,2311,3368,1414,913,4121,7,6257,689,749,4441,3876,6430,510,3886,305,0,0,0
92,389,1379,456,301,534,0,910,173,272,1504,790,1856,158,1036,84,0,0,0
175,538,1210,332,293,800,2,1535,226,155,1052,1572,2108,103,831,229,0,0,0
135,383,861,350,170,415,4,640,68,178,939,313,1259,147,598,53,0,0,0
806,1405,3345,1552,871,2310,8,3516,279,520,3102,1453,4428,416,2449,139,0,0,0
705,1333,2874,1223,697,2182,7,3216,208,417,2602,934,4020,452,2216,88,0,0,0
513,1169,1631,227,382,1488,0,2675,255,145,1851,2213,2986,92,1728,166,0,0,0
443,896,1556,197,328,1069,4,1950,219,164,1521,2028,2390,80,1376,130,0,0,0
868,2000,3236,1130,654,2441,1,3929,320,543,3481,1654,4426,469,2566,128,0,0,0
277,1059,2049,564,449,1841,10,2959,384,362,2595,1792,4406,311,1731,297,0,0,0
337,681,1576,500,319,859,3,1732,175,210,1434,1328,2231,116,1199,142,0,0,0
617,1542,2372,674,609,1685,25,3459,287,290,2279,2444,4239,181,1923,150,0,0,0
626,1686,3152,1009,804,1881,29,3143,186,300,3225,1861,5036,550,2430,664,0,0,0
157,455,870,448,215,635,9,1002,71,157,1022,498,1311,110,791,57,0,0,0
559,1110,2366,1412,676,1944,3,2780,106,543,3000,883,3392,681,2198,57,0,0,0
2652,6035,8445,2364,2594,9885,5,16044,1211,1025,9614,9264,15529,807,8822,774,0,0,0
297,563,1123,356,302,769,7,1575,107,193,1146,1016,2246,129,1029,102,0,0,0
435,1049,2276,1184,551,1562,2,2388,160,326,2782,997,3579,320,2013,110,0,0,0
342,690,966,523,438,1172,6,1707,81,167,1208,436,1815,178,984,31,0,0,0
206,376,869,226,170,644,5,1089,115,126,847,1018,1904,57,636,165,0,0,0
174,453,1069,238,255,662,3,1162,120,103,744,735,1413,48,693,103,0,0,0
539,1159,1818,554,567,1578,9,2639,136,203,1737,848,3399,193,1667,84,0,0,0
972,2210,3429,1978,1027,3216,8,4890,255,676,4270,1608,6072,554,3036,130,0,0,0
422,1617,3429,790,794,1390,17,2809,351,56,2324,3238,5586,600,1842,1572,0,0,0
400,966,2026,1030,474,1392,0,2176,178,282,1966,1037,2762,295,1631,97,0,0,0
95,256,384,137,160,346,1,666,80,49,374,444,676,25,310,54,0,0,0
65,108,156,37,33,139,6,241,3,32,173,31,313,24,148,7,0,0,0
261,430,802,360,261,683,0,1060,67,199,1101,415,1436,153,808,37,0,0,0
737,1393,1967,856,610,2108,5,3176,178,323,2246,1048,3679,409,1967,84,0,0,0
1440,3268,4276,1541,1492,4392,23,7064,476,636,4324,3153,8942,568,3839,325,0,0,0
517,1650,3065,708,887,2215,6,3835,356,432,3037,2481,5384,274,2544,241,0,0,0
629,1546,2839,538,776,2283,7,4040,465,293,2286,2972,4945,231,2108,172,0,0,0
172,395,954,286,176,414,11,636,68,151,930,508,1432,110,672,35,0,0,0
939,1584,3685,922,630,1979,6,3217,130,357,2311,1004,3748,330,2050,93,0,0,0
298,667,947,560,357,865,1,1426,164,223,1432,610,1866,254,1005,68,0,0,0
283,1098,1468,579,521,1212,2,1749,249,279,1974,1204,2399,219,1451,157,0,0,0
631,1579,2574,1282,720,1831,2,2630,176,401,2943,1236,3815,424,2297,117,0,0,0
1344,3633,3406,2024,1461,4620,1,6935,292,525,4978,2108,7428,538,4485,184,0,0,0
858,2336,3991,1979,1001,3000,3,4021,225,732,5148,1728,5832,698,3438,228,0,0,0
382,1623,2146,566,604,2214,2,3547,310,259,2536,2268,4965,260,2149,170,0,0,0
339,1190,2270,685,614,1650,6,3019,397,348,2529,2182,4596,329,1917,176,0,0,0
816,1639,2462,1088,865,2962,28,4103,206,456,2987,2158,4874,509,2483,173,0,0,0
995,1696,2492,809,753,2744,9,4473,367,375,2523,2686,4797,271,2429,260,0,0,0
794,1978,2554,1277,1086,2769,5,4374,202,483,3053,2000,4942,447,2773,98,0,0,0
499,1265,1943,1050,554,1666,13,2515,125,387,2684,1048,2675,356,2078,101,0,0,0
742,1931,2944,1729,1018,2543,1,4082,226,587,4171,1317,4934,578,3198,184,0,0,0
670,1987,5936,1616,1093,2737,8,4357,806,1100,4882,3897,8821,680,3525,438,0,0,0
709,1527,3525,1861,777,2467,2,3558,271,799,4518,1942,6820,637,2963,276,0,0,0
657,1309,2907,1824,695,2042,6,2865,129,676,4167,1022,5329,696,2582,90,0,0,0
508,1407,2042,634,621,1843,2,3238,520,351,2090,2945,4495,299,1872,211,0,0,0
504,1420,2415,673,483,1688,16,2974,298,251,2140,1687,4353,306,1637,631,0,0,0
788,2679,3889,1286,761,2893,30,5433,539,500,3513,3753,7604,463,2803,674,0,0,0
556,1322,2419,443,176,1280,26,3042,182,96,1779,3614,4075,394,2242,1259,0,0,0
1444,2576,2774,1089,957,3095,26,5205,215,388,2496,1688,7010,372,2962,121,0,0,0
776,1926,4730,1030,921,2130,25,4062,419,254,3111,3479,6613,439,2988,1327,0,0,0
82,182,626,198,99,240,4,401,36,96,543,144,669,74,365,37,0,0,0
456,1122,2734,1718,643,1711,3,2500,192,767,4487,883,4334,737,2830,71,0,0,0
1387,2822,5427,2409,1197,3892,52,6449,328,1099,5183,2255,7903,922,4063,213,0,0,0
280,772,1484,823,341,1030,7,1530,111,247,2031,900,2799,230,1337,160,0,0,0
378,830,1320,760,444,1243,4,2103,186,294,1929,1120,3223,261,1377,102,0,0,0
388,1562,3308,1096,774,1515,8,2852,236,431,2804,2411,4618,320,2247,180,0,0,0
280,642,1407,474,346,865,7,1662,130,247,1401,1057,2422,167,1197,113,0,0,0
325,975,2494,920,589,1360,18,2474,192,284,2068,1936,3674,325,1743,451,0,0,0
533,1194,1732,212,419,1438,1,2540,271,148,1993,2331,2666,109,1827,151,0,0,0
374,801,1126,449,207,1057,2,1420,53,226,1348,336,1507,240,966,28,0,0,0
532,1419,2707,1178,792,2295,4,3381,224,611,3135,1737,4969,424,2681,152,0,0,0
227,448,702,232,135,814,3,1337,212,159,923,857,1593,73,754,68,0,0,0
210,445,953,319,207,709,3,1084,66,90,918,570,1107,94,812,104,0,0,0
853,1551,2199,942,665,2180,24,3554,114,381,2713,1207,4369,353,2381,42,0,0,0
686,882,2479,177,106,336,34,2883,116,33,485,6595,4747,149,2206,3117,0,0,0
1093,2548,5011,2512,1581,3564,18,5585,329,861,6344,2971,8768,767,4873,242,0,0,0
356,807,1056,255,262,1048,0,2251,204,86,934,1318,2135,56,855,173,0,0,0
750,1920,3326,1186,971,2389,10,3892,233,474,3673,2046,6854,337,2979,155,0,0,0
363,993,1023,229,367,1135,2,2128,160,88,1114,1331,2330,74,1281,125,0,0,0
121,260,397,234,194,411,1,638,31,76,586,171,714,76,448,13,0,0,0
866,1838,2956,1453,1080,2797,8,4226,164,747,4213,1021,5358,635,3611,121,0,0,0
327,519,1259,607,286,896,4,1227,91,219,1345,522,1606,199,943,28,0,0,0
728,1539,1987,656,730,1954,7,3224,227,352,2318,1417,4188,307,2067,110,0,0,0
813,1549,2869,683,710,2282,14,4114,563,343,2482,3015,4580,259,2220,216,0,0,0
310,558,1349,412,394,969,1,1620,137,197,1367,1015,1851,113,1122,143,0,0,0
873,1606,3017,796,599,1976,7,3235,100,289,1965,932,3675,259,1896,116,0,0,0
335,1294,2936,804,883,1623,2,2552,365,485,2972,1992,3767,443,2306,275,0,0,0
860,1583,3148,1272,521,1917,22,3684,295,434,2654,1759,4963,325,2001,276,0,0,0
6678,10742,24484,3114,4161,10834,20,15617,1196,1766,11256,7643,28591,2042,8085,923,0,0,0
904,2269,3945,1588,892,3071,20,5306,418,674,4334,3055,8515,520,3414,305,0,0,0
352,978,1436,748,370,1101,4,2379,209,270,1725,942,3558,148,1509,79,0,0,0
460,904,1498,507,468,1185,1,2163,171,184,1353,1319,2680,132,1334,113,0,0,0
460,1231,2270,882,670,1989,7,2987,392,417,3375,2273,4494,452,2179,208,0,0,0
853,2135,2729,1463,1244,2735,19,4723,164,553,4216,1660,6258,530,3430,185,0,0,0
335,587,684,199,225,774,0,1493,145,74,762,1062,1505,48,876,70,0,0,0
575,1555,3773,1554,786,2088,68,3430,267,736,3780,2056,5480,596,2841,140,0,0,0
336,894,2196,547,464,1014,44,1714,133,255,1570,1035,3762,258,1234,152,0,0,0
512,1398,2125,1210,626,1783,4,2903,208,442,3175,1124,3829,408,2262,138,0,0,0
185,517,661,348,212,649,3,948,40,130,1060,363,1330,144,802,26,0,0,0
296,606,1335,794,288,918,10,1443,150,312,1769,732,2386,238,1065,31,0,0,0
370,784,1930,1157,400,1269,0,1730,79,447,2362,631,2890,450,1523,43,0,0,0
455,1749,2513,745,785,2555,2,4121,438,389,2692,3110,5347,336,2351,315,0,0,0
1385,3772,7604,2030,1174,3948,39,8067,566,924,6319,4095,11610,861,5535,422,0,0,0
211,560,788,255,208,707,3,1141,116,90,820,809,1591,93,657,184,0,0,0
622,1320,1882,779,492,1919,6,3121,181,249,2327,1279,3381,296,1988,153,0,0,0
478,1137,1761,714,461,1718,3,2654,206,255,2114,1364,3056,220,1756,159,0,0,0
662,1102,2206,1076,625,1822,7,2882,146,387,2400,1149,3720,309,1851,77,0,0,0
38,62,110,27,28,85,3,116,8,8,50,28,105,9,63,5,0,0,0
85,167,340,125,113,238,6,417,39,48,272,244,521,39,288,18,0,0,0
112,156,288,66,65,217,3,339,18,29,218,150,401,17,206,5,0,0,0
213,345,716,248,175,466,2,690,35,90,511,251,793,67,456,20,0,0,0
426,998,3601,2071,828,1643,14,3019,164,840,4451,944,4801,825,2960,93,0,0,0
275,964,1964,623,547,1471,4,2212,178,430,2599,1544,2895,351,2057,159,0,0,0
495,675,1150,207,347,1161,6,1727,63,109,870,497,1580,86,1068,24,0,0,0
473,1096,1839,914,706,1514,3,2801,130,379,2286,1152,3995,282,1876,80,0,0,0
209,404,679,272,105,497,0,713,46,109,556,283,976,72,508,68,0,0,0
517,1648,3615,1345,656,2120,10,3496,317,624,3800,1240,6035,541,2830,199,0,0,0
382,768,976,223,219,912,3,1549,111,103,1062,1022,1568,79,969,69,0,0,0
464,957,1517,247,342,1220,7,2039,167,146,1460,1455,2577,84,1367,120,0,0,0
666,1988,3984,725,929,2280,5,4140,328,369,3144,3462,5713,354,2969,282,0,0,0
699,1860,2556,1132,624,2149,6,3307,210,391,3166,1186,3822,422,2388,82,0,0,0
901,2333,3096,1239,663,2616,5,3813,251,539,3745,1541,4381,648,2800,172,0,0,0
797,1637,2913,1357,882,2627,6,3942,297,556,3593,1685,5180,473,2905,159,0,0,0
261,775,1383,379,261,934,3,1712,218,167,1319,1104,3031,135,977,160,0,0,0
832,1438,2943,743,649,1969,8,3491,505,364,2611,2185,4610,362,2171,233,0,0,0
551,1551,1787,592,580,1959,1,3471,377,288,2575,2775,4357,276,1989,259,0,0,0
1104,2284,3672,1163,850,2589,6,4552,260,573,3190,2120,6191,374,2552,209,0,0,0
343,487,762,207,257,875,4,1383,121,97,848,903,1594,83,680,118,0,0,0
531,1194,2233,1048,704,1915,7,2807,178,420,2798,1246,4251,369,2121,82,0,0,0
208,437,377,372,193,809,0,1035,12,171,769,209,1060,160,609,8,0,0,0
543,1218,3154,1263,755,1843,19,2942,166,486,2923,1029,4996,251,1996,59,0,0,0
643,1521,2306,1158,725,2288,19,3361,115,383,2953,1676,5188,373,2359,82,0,0,0
476,901,1547,299,301,1855,8,2912,382,274,1617,1895,3382,171,1453,215,0,0,0
150,334,471,220,132,510,3,690,33,91,723,174,800,85,564,46,0,0,0
531,1311,3065,737,677,2181,16,3517,284,443,3055,3243,5864,287,2485,542,0,0,0
960,1717,3353,638,728,2180,6,4057,583,409,2867,3057,5420,219,2087,412,0,0,0
842,1226,2491,453,630,1498,4,2915,328,248,1990,2312,3897,164,1519,275,0,0,0
288,502,1025,271,356,780,2,1328,156,122,961,811,1578,81,889,80,0,0,0
817,1107,2651,1407,759,2047,13,3409,223,526,3442,1682,4643,520,2478,206,0,0,0
610,2009,2668,1624,805,2625,4,3875,183,555,4461,1007,5261,444,3050,140,0,0,0
444,864,1632,460,332,1093,3,2015,61,154,1053,589,2513,110,1202,83,0,0,0
1246,2459,4261,1728,1152,2670,56,5409,345,368,3473,3191,6957,627,3540,1299,0,0,0
238,570,1021,271,360,686,1,1250,154,118,863,1124,1780,69,855,71,0,0,0
222,366,861,391,203,533,6,863,65,150,1041,450,1704,182,733,115,0,0,0
280,759,2094,664,480,1130,3,1836,185,175,1573,1202,2266,197,1236,159,0,0,0
536,1425,2035,802,640,2092,5,3585,438,332,2316,2665,4882,241,2008,345,0,0,0
702,1599,2410,887,703,2395,5,4084,437,402,2891,2474,5234,274,2353,380,0,0,0
490,1023,1323,768,537,1493,3,2452,109,268,2014,1009,2838,282,1772,70,0,0,0
437,980,1951,903,453,1499,23,2665,119,304,2942,1000,4212,316,2058,131,0,0,0
747,1443,2670,1189,805,2345,5,3784,280,478,3196,1910,5124,384,2484,173,0,0,0
427,777,1660,782,474,1448,9,2285,141,325,1974,1153,3473,234,1593,140,0,0,0
773,1601,2822,1200,669,2285,18,3929,233,482,2998,2146,5433,381,2552,258,0,0,0
151,296,535,225,117,427,2,668,42,92,651,458,1056,71,542,49,0,0,0
722,1650,2763,1324,876,2784,6,4713,291,404,3551,2293,7382,319,3085,253,0,0,0
674,1377,2255,1041,790,2639,6,4097,207,409,3122,1933,5839,320,2668,170,0,0,0
591,1225,2448,1090,583,1883,7,2970,243,412,2660,1664,4423,298,1924,169,0,0,0
1090,1863,3314,913,859,3138,3,5079,430,408,3245,3183,5674,303,3221,323,0,0,0
118,322,728,210,152,489,3,756,71,116,663,494,1052,62,536,73,0,0,0
7154,14787,21537,9590,5791,21415,143,32825,1807,3483,21318,14241,38671,3552,19624,3457,0,0,0
532,1469,2177,625,421,1472,5,2908,130,182,1983,2506,3988,173,1984,334,0,0,0
1231,2607,4112,1820,1306,3706,19,5868,318,710,3855,2450,6884,633,3375,220,0,0,0
16,31,45,23,21,63,0,80,4,11,60,17,96,18,45,3,0,0,0
308,704,1317,396,327,970,8,1784,180,210,1377,1070,2578,150,1070,133,0,0,0
592,1360,3159,1206,514,1861,17,3162,273,486,2841,2049,5056,350,2320,205,0,0,0
1021,2725,5320,2680,1428,3035,10,4696,279,1085,6737,2034,7785,880,4576,175,0,0,0
200,390,999,460,304,695,4,1049,63,206,1157,429,1462,197,869,26,0,0,0
113,243,357,227,156,480,1,744,17,73,572,316,1026,59,549,30,0,0,0
1036,2362,3180,1289,1036,3713,5,5630,553,522,3661,3311,5628,415,3548,275,0,0,0
1140,2376,3063,1493,935,3801,1,5994,354,529,3526,2751,7150,468,3791,107,0,0,0
1017,1392,2984,1050,668,2176,4,3463,161,437,2702,1160,4313,373,2337,104,0,0,0
388,1882,3532,861,668,1930,47,3086,247,139,2558,1695,3443,302,2377,218,0,0,0
175,404,743,235,254,527,4,1136,105,97,802,779,1498,111,725,67,0,0,0
313,1083,1837,684,457,1666,13,2462,259,238,1690,1649,2753,228,1268,162,0,0,0
864,1284,2127,925,887,2553,5,4573,197,348,2682,1686,5186,238,2127,190,0,0,0
492,1209,1421,627,445,1427,0,2262,125,239,1757,820,2458,160,1405,69,0,0,0
762,1970,3501,772,983,2561,8,4590,689,444,3610,3056,6352,439,2735,340,0,0,0
297,518,1501,592,349,782,4,1241,107,219,1484,668,2370,178,1009,93,0,0,0
537,1213,2094,921,532,1788,1,2706,191,404,2488,1308,3781,254,2040,127,0,0,0
766,1680,2189,931,571,2473,3,3920,186,561,3345,1693,5150,340,3124,88,0,0,0
826,1098,1670,537,400,2230,14,3252,410,328,1708,2094,3627,142,1553,136,0,0,0
821,2096,2290,879,661,2459,5,4032,251,391,2923,1894,5801,371,2500,135,0,0,0
157,229,353,161,93,257,0,592,59,50,331,372,776,85,392,55,0,0,0
181,374,684,400,225,564,2,861,37,155,999,347,1222,160,756,19,0,0,0
595,1742,3308,1338,982,1624,33,3283,135,505,3354,1492,5413,466,2655,164,0,0,0
579,1451,2827,1769,750,2400,13,3551,214,644,4094,1805,5544,367,2961,170,0,0,0
247,483,769,216,231,713,3,1275,105,100,866,810,1719,68,819,99,0,0,0
458,1052,2080,600,540,1449,4,2521,408,262,1772,2132,3508,232,1518,192,0,0,0
501,1075,2043,733,681,2029,6,3219,266,427,2413,2121,3910,225,2316,208,0,0,0
293,480,949,570,325,975,1,1527,38,177,1308,498,1851,243,1012,33,0,0,0
263,535,1035,279,334,822,3,1331,117,148,1031,900,1906,96,788,109,0,0,0
385,969,1967,536,587,1342,12,2293,228,263,1773,1511,2794,177,1486,171,0,0,0
141,256,551,198,159,358,1,524,24,117,633,181,779,84,563,11,0,0,0
143,292,670,210,223,460,1,870,95,117,599,574,975,55,533,131,0,0,0
931,2595,4249,1211,1321,3530,6,6059,744,630,3859,4238,7222,537,3276,289,0,0,0
620,2008,2727,706,1038,2669,8,4684,557,336,2531,3575,5342,312,2335,314,0,0,0
662,1436,1902,721,810,1844,5,2990,161,328,2156,1078,3352,238,1844,112,0,0,0
497,1451,2989,669,943,2043,7,3321,322,408,3520,2397,4636,296,2401,274,0,0,0
677,1837,3422,791,1126,2762,1,4287,352,381,3175,2437,4829,360,2611,251,0,0,0
454,1246,2338,516,685,1671,2,3120,296,346,2411,2164,4316,219,1879,253,0,0,0
161,327,534,105,208,468,1,917,95,67,657,592,1088,48,486,65,0,0,0
832,1426,2023,473,277,2122,7,3323,311,400,2259,2752,3044,334,2355,388,0,0,0
1036,1779,2820,645,1019,2791,11,3984,339,496,3058,3045,4694,466,3321,237,0,0,0
442,567,1187,447,382,929,3,1369,86,200,1228,1113,1741,172,1130,111,0,0,0
1358,2126,2457,618,307,2947,18,5142,511,568,2298,4354,3909,425,3212,465,0,0,0
886,1343,1850,877,644,2143,9,3560,157,436,2529,2765,4056,445,2338,384,0,0,0
1272,2011,2481,708,888,3113,27,5317,399,596,2808,4039,4445,440,3150,335,0,0,0
1183,1720,2713,672,1314,2844,29,5137,390,601,2721,4770,4964,552,3363,374,0,0,0
979,1135,2000,530,485,1386,5,3225,248,396,2076,3747,3626,247,2262,967,0,0,0
766,2108,4763,1361,772,2223,72,4016,259,630,3650,2549,6595,414,3001,582,0,0,0
909,1894,3330,1250,685,2063,31,3496,189,441,2910,1658,4993,452,2453,216,0,0,0
1501,3271,4101,2059,1651,3981,2,7628,338,225,4282,3408,7869,608,4348,348,0,0,0
284,725,1042,312,294,953,3,1420,124,136,1103,768,1500,103,920,108,0,0,0
236,564,1134,459,337,731,6,1304,77,150,1168,748,2258,184,920,85,0,0,0
702,1427,3396,1066,759,1912,26,3101,200,373,3039,2357,5803,333,2315,251,0,0,0
169,356,759,185,181,510,1,799,91,110,683,519,1219,75,617,82,0,0,0
480,1329,1656,874,520,1771,0,2550,200,331,2447,829,3405,194,1957,77,0,0,0
73,199,304,157,89,275,1,459,49,69,351,206,600,64,381,40,0,0,0
509,1024,1908,815,424,1394,6,2258,291,280,2158,1221,2894,194,1537,260,0,0,0
75,251,391,158,150,346,0,562,56,54,460,345,541,42,383,62,0,0,0
182,331,821,318,197,533,2,829,78,127,793,486,1278,76,606,67,0,0,0
142,476,562,487,145,702,0,1136,71,166,1073,329,1469,81,725,57,0,0,0
195,407,951,390,250,614,4,932,34,148,1022,342,1685,192,803,38,0,0,0
150,564,803,242,197,682,1,1301,169,119,838,1082,1951,119,733,81,0,0,0
123,311,519,165,124,429,1,696,61,86,591,411,905,82,452,47,0,0,0
152,468,876,203,232,637,0,1017,92,98,655,831,1266,60,661,59,0,0,0
288,503,669,136,162,624,1,1235,153,78,439,990,1440,73,528,67,0,0,0
1060,3191,6073,2541,1325,3459,20,5843,427,1113,6568,3248,9442,850,4481,390,0,0,0
264,596,870,336,170,513,3,1335,73,62,1056,1290,2318,51,979,422,0,0,0
73,185,612,253,108,315,3,572,42,78,550,333,1246,58,350,30,0,0,0
651,1496,3223,1054,898,2212,38,3629,271,369,2968,1317,5099,209,2476,139,0,0,0
613,1524,3950,973,672,1813,123,3519,325,318,3146,2167,6841,409,2248,552,0,0,0
419,1076,3441,1256,598,1410,82,2857,241,523,3158,2171,6708,344,2129,329,0,0,0
1827,3580,7022,2480,1814,5098,10,8333,919,953,6797,5060,9040,778,5961,533,0,0,0
782,1601,3391,1561,993,2188,16,3300,214,562,3958,1438,5330,570,2827,149,0,0,0
221,569,1019,475,300,757,3,1424,82,191,1191,556,2001,140,966,77,0,0,0
2014,2791,4082,1131,1143,3872,12,7473,540,416,3429,4013,7829,409,3212,453,0,0,0
99,248,502,123,137,386,1,780,103,94,552,661,1209,85,484,83,0,0,0
