,Metastasio,Alfieri,(Anonimo),Goldoni,Ariosto,Tasso,Giraldi,Foscolo,Ponte,Marchese,Beccari,Bellincioni,Manzoni,Epicuro,Machiavelli,Carretto,Monti,Martelli,Alamanni,Mariano,Pagano,Poliziano,Rucellai,Salfi,Scala,Speroni,Taccone,Torelli,Trissino,Maffei,Gigli,Leopardi,Guidi,Andreini,Barbieri,Boiardo,Cammelli,Carmignani,Cascina,Cecchini,Cosci,Correggio,Dottori,Medici,Valle,Dolce,Fiorillo,Guarini,Visconti
No. of plays in corpus,20,18,14,14,7,6,6,4,3,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
