,Goethe,Scheerbart,Hofmannsthal,Kotzebue,Wagner,Grillparzer,Schnitzler,Hebbel,Lessing,Hauptmann,Wedekind,Nestroy,Schiller,Grabbe,Gryphius,Raimund,Kleist,Tieck,Thoma,Klinger,Anzengruber,Schlegel,Weißenthurn,Gottsched,Lenz,Immermann,Holz,Birch-Pfeiffer,Sudermann,Iffland,Arnim,Neuber,Stephanie,Laube,Benedix,Gutzkow,Freytag,Lautensack,Fouqué,Hartleben,Wildgans,Leisewitz,Sorge,Gotter,Ertler,Mosenthal,Eichendorff,Bauernfeld,Wildenbruch,Lortzing,Günderode,Kaiser,Müllner,Wieland,Platen,Holtei,Kaltneker,Horváth,Alberti,Klabund,Panizza,Wilbrandt,Widmann,Weiße,Weidmann,Uhland,Schink,Rosenow,Mühsam,Klopstock,Moser,Meisl,Heyse,Ludwig,L'Arronge,Krüger,Kraus,Malß,Körner,Heyne,Beer,Büchner,Brentano,Brawe,Braun von Braunthal,Brandes,Busoni,Cronegk,Dehmel,Devrient,Boßdorf,Bleibtreu,Gellert,Essig,Ayrenhoff,Bäuerle,Heiseler,Heine,Hafner,Barlach,Brachvogel,Seemann,Avenarius,Schröder,Schouwärt,Schönthan,Schönherr,Schober,Schnitzer,Auenbrugger,Wohlbrück,Schlaf,Schikaneder,Wolfram,Zedlitz,Schaefer,Ruederer,Rubiner,Bretzner,Sessa,Seume,Werner,Blumenthal,Benkowitz,Berg,Bernard,Voß,Vischer,Wette,Ball,Treitschke,Törring,Bodmer,Simrock,Borchert,Sturz,Sternheim,Borkenstein,Rilke,Stavenhagen,Sonnleithner,Solbrig,Soden,Roeber,Raupach,Riese,Gerstenberg,Lassalle,Lasker-Schüler,Ganghofer,Lachmann,Kurz,Kupelwieser,Gehe,Gemmingen-Hornberg,André,Kobell,Gerhäuser,Klingemann,Richter,Klemm,Gessner,Gleich,Kind,Kannengießer,Haffner,Halm,Hasenclever,Houwald,Hensler,Heym,Fock,Laufs,Engel,Eckartshausen,Reinick,Reil,Hippel,Raché,Quistorp,Prutz,Büschel,Pfeil,Bunge,Niebergall,Castelli,Mylius,Musil,Chézy,Collin,Cornelius,Moritz,Möser,May,d'Elpons,Maler Müller,Dovsky,Droste-Hülshoff,Zschokke
No. of plays in corpus,22,20,17,14,13,13,13,13,12,12,12,11,11,8,8,8,7,7,6,6,6,6,5,5,5,5,5,5,5,5,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
