,Goethe,Scheerbart,Hofmannsthal,Kotzebue,Wagner,Grillparzer,Schnitzler,Hebbel,Lessing,Hauptmann,Wedekind,Nestroy,Schiller,Grabbe,Gryphius,Raimund,Kleist,Tieck,Thoma,Klinger,Anzengruber,Schlegel,Weißenthurn,Gottsched,Lenz
No. of plays in corpus,22,20,17,14,13,13,13,13,12,12,12,11,11,8,8,8,7,7,6,6,6,6,5,5,5
