name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
"manzoni-il-conte-di-carmagnola","ita000098","Manzoni","0","Il conte di Carmagnola","","","1820","20","false","0.8226923076923077","0.2","2.1403508771929824","il_conte","3.8","4","1828","1820","13","20","2","17","1","","2","1816/1819","24","0","6","15547","15191","294","2","2192"
"marchese-il-crispo","ita000099","Marchese","0","Il Crispo","","","1715","9","false","0.6111111111111112","0.5","1.3571428571428572","costantino","4","2","","1715","6","9","2","6","1","","2","","44","0","5","17597","17283","106","0","2333"
"marchese-l-ermenegildo","ita000100","Marchese","0","L'Ermenegildo","","","1729","9","false","0.8693121693121691","0.8055555555555556","1.1944444444444444","igonda|recaredo","6.444444444444445","2","","1729","8","9","1","7","6","","1","","36","0","5","21208","20944","79","0","2965"
"martelli-tullia","ita000101","Martelli","0","Tullia","","","1533","11","false","0.9515151515151516","0.9272727272727272","1.0727272727272728","several characters","9.272727272727273","2","","1533","10","11","5","5","1","","1","","5","0","0","16989","16414","0","0","2342"
"metastasio-achille-in-sciro","ita000102","Metastasio","0","Achille in Sciro","","","1736","14","false","0.8839493839493839","0.6153846153846154","1.3846153846153846","deidamia|achille","8","2","1736","","13","14","2","6","6","","1","","35","0","3","10329","8332","1109","0","1511"
"metastasio-adriano-in-siria","ita000103","Metastasio","0","Adriano in Siria","","","1732","7","false","0.8857142857142858","0.8571428571428571","1.1428571428571428","farnaspe|aquilio|adriano","5.142857142857143","2","1732","","6","7","2","5","0","","1","","36","0","3","9330","8298","632","0","1501"
"metastasio-alessandro-nell-indie","ita000104","Metastasio","0","Alessandro nell'Indie","","","1730","7","false","1","1","1","several characters","6","1","1730","","6","7","3","4","0","","1","1727/1730","40","0","3","8463","7640","968","0","1399"
"metastasio-attilio-regolo","ita000105","Metastasio","0","Attilio Regolo","","","1750","9","false","0.8711640211640213","0.75","1.25","licinio","6","2","1750","","8","9","2","5","2","","1","1738/1740","33","0","3","9516","8770","520","0","1585"
"metastasio-demetrio","ita000106","Metastasio","0","Demetrio","","","1731","7","false","0.9523809523809524","0.9523809523809523","1.0476190476190477","several characters","5.714285714285714","2","1731","","6","7","2","4","1","","1","","45","0","3","11808","10798","640","0","1956"
"metastasio-demofoonte","ita000107","Metastasio","0","Demofoonte","","","1733","8","false","0.8702380952380953","0.7857142857142857","1.2142857142857142","dircea|timante","5.5","2","1733","","7","8","2","5","1","","1","","36","0","3","10704","9480","576","0","1794"
"metastasio-didone-abbandonata","ita000108","Metastasio","0","Didone abbandonata","","","1724","7","false","0.8571428571428571","0.7142857142857143","1","several characters","4.285714285714286","1","1724","","5","7","2","5","0","","2","","53","0","3","9930","9013","924","0","1563"
"metastasio-ezio","ita000109","Metastasio","0","Ezio","","","1728","7","false","1","1","1","several characters","6","1","1728","","6","7","2","4","1","","1","","44","0","3","11857","11258","605","0","1988"
"metastasio-il-re-pastore","ita000110","Metastasio","0","Il re pastore","","","1751","6","false","1","1","1","several characters","5","1","1751","","5","6","2","3","1","","1","","25","0","3","6773","5765","576","0","1043"
"metastasio-ipermestra","ita000111","Metastasio","0","Ipermestra","","","1744","7","false","0.9238095238095239","0.8095238095238095","1.1904761904761905","danao|ipermestra","4.857142857142857","2","1744","","6","8","2","4","2","","1","","30","0","3","7647","7015","358","0","1269"
"metastasio-issipile","ita000112","Metastasio","0","Issipile","","","1732","7","false","1","1","1","several characters","6","1","1732","","6","7","3","3","1","","1","","37","0","3","8782","7796","924","0","1445"
"metastasio-l-eroe-cinese","ita000113","Metastasio","0","L'eroe cinese","","","1752","6","false","1","1","1","several characters","5","1","1752","","5","6","2","3","1","","1","","26","0","3","7265","6487","602","0","1178"
"metastasio-l-impresario-delle-canarie","ita000114","Metastasio","0","L'impresario delle Canarie, Intermezzi per la Didone","","","1724","2","false","0","1","1","nibbio|dorina","1","1","1724","","1","2","1","1","0","","1","","2","0","0","2205","2154","84","0","410"
"metastasio-l-olimpiade","ita000115","Metastasio","0","L'olimpiade","","","1733","10","false","0.9186507936507937","0.8888888888888888","1.1111111111111112","several characters","8","2","1733","","9","10","2","6","2","","1","","35","0","3","11021","9837","662","0","1785"
"metastasio-nitteti","ita000116","Metastasio","0","Nitteti","","","1756","7","false","1","1","1","several characters","6","1","1756","","6","7","2","4","1","","1","","32","0","3","9724","8888","1062","0","1538"
"metastasio-romolo-ed-ersilia","ita000117","Metastasio","0","Romolo ed Ersilia","","","1765","7","false","0.7238095238095238","0.7142857142857143","1.2857142857142858","romolo","4.285714285714286","2","1765","","6","7","2","4","1","","1","","27","0","3","7659","6700","541","0","1234"
"metastasio-ruggero-ovvero-l-eroica-gratitudine","ita000118","Metastasio","0","Ruggero ovvero l'eroica gratitudine","","","1771","7","false","1","1","1","several characters","6","1","1771","","6","7","2","4","1","","1","","29","0","3","8456","7925","316","0","1422"
"metastasio-siroe","ita000119","Metastasio","0","Siroe","","","1726","7","false","0.9523809523809524","0.9523809523809523","1.0476190476190477","several characters","5.714285714285714","2","1726","","6","7","2","4","1","","1","","48","0","3","10541","9905","507","0","1778"
"metastasio-temistocle","ita000120","Metastasio","0","Temistocle","","","1736","8","false","1","1","1","several characters","7","1","1736","","7","8","2","5","1","","1","","37","0","3","10495","9579","502","0","1731"
"metastasio-zenobia","ita000121","Metastasio","0","Zenobia","","","1737","7","false","0.8476190476190476","0.7619047619047619","1.2380952380952381","tiridate|zenobia","4.571428571428571","2","1737","","6","7","2","4","1","","1","","29","0","3","9649","8764","532","0","1554"
"monti-caio-gracco","ita000122","Monti","0","Caio Gracco","","","1802","14","false","0.8460111317254173","0.6483516483516484","1.3736263736263736","caio","8.428571428571429","3","1802","","12","14","2","11","1","","1","1788/1800","35","0","5","15292","14925","429","0","2394"
"muzi-la-rappresentazione-del-vitello-sagginato","ita000123","Mariano","0","La rappresentazione del vitello sagginato","","","1449","10","false","1","1","1","several characters","9","1","1449","","9","10","0","5","5","","1","","1","0","0","4718","3760","901","0","561"
"pagano-gli-esuli-tebani","ita000124","Pagano","0","Gli esuli tebani","","","1782","11","false","0.7670995670995672","0.5636363636363636","1.4363636363636363","carone","5.636363636363637","2","","1782","10","11","2","8","1","","1","","34","0","5","10693","9842","256","1","1491"
"poliziano-orfeo","ita000125","Poliziano","0","Orfeo","","","1480","10","false","1","1","1","several characters","9","1","1480","1494","9","10","4","5","0","","1","1479/1480","1","0","0","2686","1934","60","0","276"
"rucellai-rosmunda","ita000126","Rucellai","0","Rosmunda","","","1515","9","false","0.8661375661375662","0.7222222222222222","1.2777777777777777","coro|rosmunda|nutrice","5.777777777777778","2","1515","1525","8","9","3","5","1","","1","","5","0","0","8520","8470","26","0","1237"
"salfi-pausania","ita000127","Salfi","0","Pausania","","","1800","6","false","0.8222222222222221","0.7333333333333333","1.2666666666666666","pausania","3.6666666666666665","2","","1800","5","6","2","4","0","","1","","29","0","5","16750","12266","129","2","1813"
"scala-il-finto-marito","ita000128","Scala","0","Il finto marito","","","1618","10","false","1","1","1","several characters","9","1","","1618","9","12","3","9","0","","1","","42","0","5","41209","40588","188","1420","4"
"speroni-canace","ita000129","Speroni","0","Canace","","","1546","11","false","0.20606060606060606","0.2909090909090909","1.8888888888888888","famiglio","2.909090909090909","4","","1546","6","11","3","6","2","","2","","29","0","0","10597","10437","60","0","2070"
"taccone-comedia-di-danae","ita000130","Taccone","0","Comedia di Danae","","","1496","10","false","0.8476190476190476","0.4666666666666667","1.6222222222222222","danae|siro|acrisio","4.2","3","1496","","7","10","2","7","1","","1","","5","0","0","6313","4314","559","0","579"
"tasso-aminta-ms-1197","ita000131","Tasso","0","Aminta (ms. 1197)","","","1577","11","false","0.6136363636363636","0.34545454545454546","1.4722222222222223","choro","3.4545454545454546","2","","","8","11","3","7","1","","3","1577","11","","5","13696","13563","52","0","2026"
"tasso-aminta-ms-campori-491","ita000132","Tasso","0","Aminta (ms. Campori 491)","","","1579","10","false","0.5776190476190476","0.37777777777777777","1.3928571428571428","coro","3.4","2","","","7","10","3","6","1","","3","1579","11","","5","13538","13478","28","0","2029"
"tasso-aminta","ita000133","Tasso","0","Aminta","","","1573","10","false","0.5747619047619048","0.3333333333333333","1.4642857142857142","coro","3","2","1573","1580","7","10","3","6","1","","3","","11","0","5","14066","13965","30","0","2091"
"tasso-galealto","ita000134","Tasso","0","Galealto","","","1574","8","false","0.29166666666666663","0.21428571428571427","1.25","galealto","1.5","2","","","3","8","4","3","1","","3","1573/1574","6","0","2","8751","8714","16","0","1211"
"tasso-intrichi-d-amore","ita000135","Tasso","0","Intrichi d'Amore","","","1598","15","false","0.8927132127132128","0.8571428571428571","1.1428571428571428","several characters","12","2","1598","1603","14","15","6","9","0","","1","","63","0","5","49229","48964","15","1861","0"
"tasso-re-torrismondo","ita000136","Tasso","0","Re Torrismondo","","","1587","13","false","0.7917582417582417","0.3717948717948718","1.7307692307692308","torrismondo","4.461538461538462","3","1618","1587","9","13","5","7","1","","1","","34","0","5","25478","24763","68","0","3404"
"torelli-la-merope","ita000137","Torelli","0","La Merope","","","1589","8","false","1","1","1","several characters","7","1","","1589","7","8","3","5","0","","1","","1","0","1","19170","18597","10","0","2699"
"trissino-sofonisba","ita000138","Trissino","0","Sofonisba","","","1524","11","false","0.6535353535353535","0.41818181818181815","1.5818181818181818","coro","4.181818181818182","2","1554","1524","10","11","4","7","0","","1","1514/1515","15","0","5","14582","14453","61","0","2102"
"visconti-pasitea","ita000139","Visconti","0","Pasitea","","","1498","12","false","0.5361111111111111","0.25757575757575757","2.3181818181818183","crisalo|dioneo","2.8333333333333335","4","","","5","12","3","9","0","","1","1495/1498","25","0","0","9117","8447","84","0","1137"
