,name,id,firstAuthor,numOfCoAuthors,title,subtitle,normalizedGenre,yearNormalized,size,libretto,averageClustering,density,averagePathLength,maxDegreeIds,averageDegree,diameter,yearPremiered,yearPrinted,maxDegree,numOfSpeakers,numOfSpeakersFemale,numOfSpeakersMale,numOfSpeakersUnknown,numPersonGroups,numConnectedComponents,yearWritten,numOfSegments,wikipediaLinkCount,numOfActs,wordCountText,wordCountSp,wordCountStage,numOfP,numOfL
35,ariosto-i-studenti,ita000036,Ariosto,0,I Studenti,,,1519,12,False,0.5555555555555556,0.2272727272727272,2.108695652173913,accursio|bonifazio,2.5,4,,,5,12,3,9,0,,2,1518/1519,18,0.0,4,12668,11057,48,0,1700
40,ariosto-la-lena,ita000041,Ariosto,0,La Lena,,,1528,18,False,0.7965367965367965,0.3006535947712418,1.9019607843137252,corbolo,5.111111111111111,3,1528,,11,18,2,16,0,,1,,36,0.0,5,14006,13212,92,0,2042
46,boiardo-timone,ita000047,Boiardo,0,Timone,,,1487,14,False,0.8528138528138528,0.3296703296703296,1.6153846153846154,timone,4.285714285714286,2,,,12,14,0,10,4,,2,1487,7,0.0,5,14240,13681,548,0,1905
47,cammelli-panfila,ita000048,Cammelli,0,Panfila,,,1508,15,False,0.2244444444444444,0.1333333333333333,1.8974358974358971,demetrio|panfila,1.8666666666666667,4,,1508.0,5,15,6,6,3,,5,1499,31,0.0,5,11877,11326,74,1,1581
50,cecchini-l-amico-tradito,ita000051,Cecchini,0,L'amico tradito,,,1633,12,False,0.7886904761904762,0.5909090909090909,1.290909090909091,several characters,6.5,2,,1633.0,9,12,3,9,0,,2,,66,0.0,3,13498,12645,656,635,0
57,dal-carretto-noze-de-psiche-e-cupidine,ita000058,Carretto,0,Noze de Psiche e Cupidine,,,1499,37,False,0.8829708248030397,0.5465465465465466,1.4534534534534536,cupido|psiche,19.67567567567568,2,,,36,37,15,16,6,,1,1499,5,0.0,0,18540,15907,1690,0,2258
74,giraldi-cinzio-gli-eudemoni,ita000075,Giraldi,0,Gli Eudemoni,,,1549,15,False,0.6785040885040885,0.4571428571428571,1.6476190476190475,nastagio,6.4,3,,,11,15,3,12,0,,1,1549,30,0.0,5,13909,12762,124,0,1986
77,goldoni-i-rusteghi,ita000078,Goldoni,0,I rusteghi,,,1760,10,False,1.0,1.0,1.0,several characters,9.0,1,1760,1762.0,9,10,4,6,0,,1,,29,0.0,3,20720,18193,1016,1678,0
78,goldoni-il-campiello,ita000079,Goldoni,0,Il campiello,,,1756,11,False,0.981818181818182,0.9818181818181818,1.018181818181818,several characters,9.818181818181818,2,1756,,10,11,6,5,0,,1,1756,61,0.0,5,15815,12839,1381,12,2358
86,goldoni-le-baruffe-chiozzotte,ita000087,Goldoni,0,Le baruffe chiozzotte,,,1762,15,False,0.9343101343101344,0.8761904761904762,1.1238095238095238,several characters,12.266666666666667,2,1762,,14,15,5,10,0,,1,1761,55,0.0,3,17889,15882,1650,1586,0
89,goldoni-una-delle-ultime-sere-di-carnovale,ita000090,Goldoni,0,Una delle ultime sere di carnovale,,,1762,15,False,0.946053946053946,0.7714285714285715,1.2285714285714286,zamaria,10.8,2,1762,,14,15,6,9,0,,1,1761,38,0.0,3,22711,20639,1880,1680,4
93,machiavelli-clizia,ita000094,Machiavelli,0,Clizia,,,1525,9,False,0.6375661375661376,0.5555555555555556,1.5,nicomaco,4.444444444444445,3,1525,1537.0,7,9,2,7,0,,1,,33,0.0,5,13623,12301,185,459,0
94,machiavelli-mandragola,ita000095,Machiavelli,0,Mandragola,,,1518,8,False,0.7773809523809523,0.7142857142857143,1.2857142857142858,timoteo,5.0,2,1518,1524.0,7,8,3,5,0,,1,1518,37,0.0,5,13456,12323,342,552,0
